game_id,game_date,season,season_type,home_team_id,home_team,home_team_name,home_points,home_rebounds,home_turnovers,home_assists,home_steals,home_blocks,home_fg_pct,home_fg3_pct,home_ft_pct,home_off_rebounds,home_def_rebounds,home_fouls,home_plus_minus,away_team_id,away_team,away_team_name,away_points,away_rebounds,away_turnovers,away_assists,away_steals,away_blocks,away_fg_pct,away_fg3_pct,away_ft_pct,away_off_rebounds,away_def_rebounds,away_fouls,away_plus_minus,sport,playoff_game,home_rest_days,away_rest_days,home_streak,away_streak,home_season_win_pct,home_home_win_pct,home_road_win_pct,away_season_win_pct,away_home_win_pct,away_road_win_pct,closing_spread,closing_total
0022200093,2022-10-30,22022,Regular Season,1610612742,DAL,Dallas Mavericks,114,37,4,15,10,1,0.494,0.314,0.75,5,32,22,9.0,1610612753,ORL,Orlando Magic,105,47,12,20,2,5,0.457,0.379,0.741,11,36,23,-9.0,nba,0,1.0,2.0,-1,1,0.4,0.5,0.3333333333333333,0.16666666666666666,0.5,0.0,-11.6,224.6
0022200088,2022-10-30,22022,Regular Season,1610612746,LAC,LA Clippers,91,39,14,24,3,6,0.419,0.282,0.615,8,31,15,-21.0,1610612740,NOP,New Orleans Pelicans,112,50,10,32,9,1,0.495,0.417,0.625,12,38,15,21.0,nba,0,3.0,2.0,-3,-1,0.4,0.0,0.5,0.6,0.5,0.6666666666666666,23.6,205.2
0022200089,2022-10-30,22022,Regular Season,1610612738,BOS,Boston Celtics,112,47,13,29,4,5,0.456,0.447,0.95,4,43,15,18.0,1610612764,WAS,Washington Wizards,94,51,8,22,5,6,0.388,0.219,0.688,15,36,20,-18.0,nba,0,2.0,2.0,-2,-1,0.6,0.5,0.6666666666666666,0.6,0.6666666666666666,0.5,-17.5,204.3
0022200095,2022-10-30,22022,Regular Season,1610612747,LAL,Los Angeles Lakers,121,51,8,24,5,5,0.479,0.433,0.8,13,38,17,11.0,1610612743,DEN,Denver Nuggets,110,48,9,24,3,8,0.427,0.375,0.722,13,35,15,-11.0,nba,0,2.0,2.0,-5,2,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,-6.2,228.5
0022200090,2022-10-30,22022,Regular Season,1610612739,CLE,Cleveland Cavaliers,121,43,14,33,3,5,0.461,0.46,0.842,10,33,22,13.0,1610612752,NYK,New York Knicks,108,45,14,26,9,2,0.489,0.37,0.5,12,33,25,-13.0,nba,0,2.0,2.0,4,-1,0.8,1.0,0.6666666666666666,0.6,1.0,0.0,-16.5,235.9
0022200094,2022-10-30,22022,Regular Season,1610612756,PHX,Phoenix Suns,124,36,11,29,9,8,0.536,0.3,0.733,10,26,22,15.0,1610612745,HOU,Houston Rockets,109,49,15,18,7,1,0.437,0.324,0.846,17,32,25,-15.0,nba,0,2.0,2.0,3,-2,0.8,1.0,0.5,0.16666666666666666,0.5,0.0,-16.6,237.4
0022200091,2022-10-30,22022,Regular Season,1610612765,DET,Detroit Pistons,128,47,15,24,4,3,0.482,0.424,0.895,12,35,25,14.0,1610612744,GSW,Golden State Warriors,114,42,14,23,8,4,0.424,0.308,0.96,13,29,24,-14.0,nba,0,2.0,1.0,-5,-1,0.16666666666666666,0.3333333333333333,0.0,0.5,0.75,0.0,-16.0,239.9
0022200100,2022-10-31,22022,Regular Season,1610612749,MIL,Milwaukee Bucks,110,50,16,20,5,5,0.437,0.275,0.793,14,36,21,2.0,1610612765,DET,Detroit Pistons,108,43,12,19,9,3,0.446,0.276,0.857,13,30,24,-2.0,nba,0,2.0,1.0,5,1,1.0,1.0,1.0,0.2857142857142857,0.5,0.0,-9.3,226.7
0022200096,2022-10-31,22022,Regular Season,1610612766,CHA,Charlotte Hornets,108,38,20,31,11,6,0.512,0.483,0.571,6,32,26,-7.0,1610612758,SAC,Sacramento Kings,115,42,19,26,8,4,0.435,0.386,0.857,10,32,19,7.0,nba,0,2.0,2.0,1,1,0.5,0.5,0.5,0.2,0.25,0.0,8.5,222.0
0022200101,2022-10-31,22022,Regular Season,1610612762,UTA,Utah Jazz,121,48,15,26,10,6,0.472,0.404,0.818,11,37,30,16.0,1610612763,MEM,Memphis Grizzlies,105,52,16,14,8,4,0.413,0.231,0.548,18,34,17,-16.0,nba,0,2.0,2.0,1,-1,0.7142857142857143,1.0,0.5,0.6666666666666666,1.0,0.5,-14.7,219.2
0022200097,2022-10-31,22022,Regular Season,1610612764,WAS,Washington Wizards,111,41,15,22,8,4,0.469,0.4,0.962,9,32,18,-7.0,1610612755,PHI,Philadelphia 76ers,118,37,13,26,14,3,0.554,0.4,0.7,4,33,20,7.0,nba,0,1.0,2.0,-2,2,0.5,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.5,7.0,222.9
0022200099,2022-10-31,22022,Regular Season,1610612761,TOR,Toronto Raptors,139,44,6,25,13,9,0.5,0.412,0.825,12,32,22,30.0,1610612737,ATL,Atlanta Hawks,109,37,18,28,1,4,0.464,0.379,0.8,7,30,27,-30.0,nba,0,3.0,2.0,-1,-1,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,-31.2,240.2
